store_id,category,brand,gender,month,historical_year_count,monthly_units_sold,avg_price_lkr,avg_promotion_percent,total_revenue,total_customer_count,unique_products_sold,holiday_days,festival_days,school_days,weekend_days,promotion_days,max_promotion_percent,avg_campaign_discount,previous_month_sales,previous_2_month_avg,previous_3_month_avg,previous_6_month_avg,same_month_last_year,sales_growth_1m,sales_growth_3m
CP006,Women,Hustle,Women,3,5,548.6,3594.25,0.0,2043336.82,461.2,32,0,0,0,9,0,0.0,0.0,506.0,508.5,486.8,461.4,416.8,-2.5,25.4
CP006,Women,Hustle,Women,4,5,703.8,3709.67,0.05,2543384.67,606.8,33,2,9,0,9,9,24.0,17.57,548.6,527.3,521.87,469.17,562.2,21.3,52.7
CP006,Women,Hustle,Women,5,5,561.6,3720.85,0.09,2109493.86,489.0,33,2,1,0,9,4,15.0,12.15,703.8,626.2,586.13,474.6,474.6,77.6,111.53
CP006,Women,Hustle,Women,6,5,528.8,3579.68,0.0,1962956.54,446.4,33,1,0,0,9,0,0.0,0.0,561.6,632.7,604.67,483.43,387.8,-71.1,121.23
CP006,Women,Hustle,Women,7,5,512.8,3768.54,0.16,2023853.12,439.8,33,0,0,0,9,10,19.0,15.3,528.8,545.2,598.07,559.97,428.8,-16.4,38.1
CP006,Women,Hustle,Women,8,5,549.4,3901.35,0.0,2237562.23,469.6,33,0,0,21,9,8,20.0,15.71,512.8,520.8,534.4,560.27,428.8,-8.0,-25.87
CP006,Women,Hustle,Women,9,5,563.2,3552.35,0.0,2088790.56,489.0,34,0,0,5,8,0,0.0,0.0,549.4,531.1,530.33,567.5,423.6,18.3,-37.17
CP006,Women,Hustle,Women,10,5,607.4,3503.95,0.0,2241955.18,517.6,33,1,0,0,9,0,0.0,0.0,563.2,556.3,541.8,569.93,488.2,6.9,-28.13
CP006,Women,Hustle,Women,11,5,514.6,3701.27,0.16,2033534.25,439.2,32,0,0,0,9,6,30.0,25.17,607.4,585.3,573.33,553.87,396.2,22.1,19.47
CP006,Women,Hustle,Women,12,5,751.4,3629.86,0.19,2946421.25,658.6,32,1,6,0,9,17,30.0,22.34,514.6,561.0,561.73,546.03,605.4,-46.4,15.7
CP006,Women,King Street,Women,1,5,223.0,4140.67,0.12,894742.53,191.8,15,0,0,10,9,4,14.0,11.2,262.0,232.7,226.4,208.5,174.2,29.3,17.9
CP006,Women,King Street,Women,2,5,227.8,3726.09,0.0,872810.19,188.2,14,1,0,0,8,0,0.0,0.0,223.0,223.8,217.0,205.67,187.2,-0.8,11.33
CP006,Women,King Street,Women,3,5,200.2,4117.56,0.0,826132.98,170.0,13,0,0,0,9,0,0.0,0.0,227.8,225.4,209.67,203.2,148.6,2.4,6.47
CP006,Women,King Street,Women,4,5,312.6,3969.07,0.0,1261607.29,272.4,16,2,9,0,9,5,23.0,17.96,200.2,214.0,217.0,203.37,261.4,-13.8,13.63
CP006,Women,King Street,Women,5,5,222.8,4045.38,0.0,923938.41,185.8,13,2,1,0,9,2,12.0,10.83,312.6,256.4,246.87,211.57,184.2,56.2,35.3
CP006,Women,King Street,Women,6,5,215.2,4220.6,0.0,889457.76,186.2,13,1,0,0,9,0,0.0,0.0,222.8,267.7,245.2,209.03,171.4,-44.9,36.17
CP006,Women,King Street,Women,7,5,253.4,4025.83,0.15,1039700.07,216.8,16,0,0,0,9,5,18.0,14.83,215.2,219.0,250.2,233.6,202.6,-3.8,16.6
CP006,Women,King Street,Women,8,5,273.6,4021.97,0.0,1076518.17,231.8,16,0,0,21,9,4,20.0,17.1,253.4,234.3,230.47,238.67,196.2,19.1,-8.2
CP006,Women,King Street,Women,9,5,242.6,4144.4,0.0,982689.61,207.6,16,0,0,5,8,0,0.0,0.0,273.6,263.5,247.4,246.3,173.0,10.1,1.1
CP006,Women,King Street,Women,10,5,268.0,3726.19,0.0,1000422.62,228.0,17,1,0,0,9,0,0.0,0.0,242.6,258.1,256.53,253.37,213.8,-15.5,3.17
CP006,Women,King Street,Women,11,5,248.6,3919.33,0.0,931432.31,211.0,14,0,0,0,9,3,26.0,25.08,268.0,255.3,261.4,245.93,203.4,12.7,15.47
CP006,Women,King Street,Women,12,5,300.8,3633.77,0.59,1162873.11,266.2,14,1,6,0,9,7,30.0,24.39,248.6,258.3,253.07,250.23,262.0,-9.7,2.83
CP006,Women,Libera,Women,1,5,167.8,3727.55,0.0,572671.5,142.0,12,0,0,10,9,4,14.0,12.62,211.4,167.0,162.53,162.87,131.6,44.4,-0.33
CP006,Women,Libera,Women,2,5,233.0,3959.88,0.0,876150.12,196.6,14,1,0,0,8,0,0.0,0.0,167.8,176.3,158.4,160.43,174.8,-8.5,-2.03
CP006,Women,Libera,Women,3,5,153.2,3920.79,0.0,569809.35,127.8,13,0,0,0,9,0,0.0,0.0,233.0,200.4,181.87,168.07,128.8,32.6,13.8
CP006,Women,Libera,Women,4,5,205.2,3958.47,0.0,766554.74,177.2,12,2,9,0,9,4,21.0,16.05,153.2,193.1,184.67,156.0,163.4,-39.9,28.67
CP006,Women,Libera,Women,5,5,189.6,3822.25,0.0,684143.06,161.6,13,2,1,0,9,2,10.0,9.0,205.2,179.2,197.13,154.47,160.8,26.0,42.67
CP006,Women,Libera,Women,6,5,186.2,3877.1,0.0,653085.8,155.8,14,1,0,0,9,0,0.0,0.0,189.6,197.4,182.67,156.63,147.4,-7.8,26.03
CP006,Women,Libera,Women,7,5,189.6,4184.32,0.09,766442.15,160.0,12,0,0,0,9,5,19.0,15.3,186.2,187.9,193.67,189.17,155.8,-1.7,4.5
CP006,Women,Libera,Women,8,5,173.8,3949.8,0.22,644186.31,148.2,13,0,0,21,9,2,12.0,11.5,189.6,187.9,188.47,192.8,147.2,1.7,-4.33
CP006,Women,Libera,Women,9,5,218.2,3847.58,0.0,788250.4,185.0,13,0,0,5,8,0,0.0,0.0,173.8,181.7,183.2,182.93,186.6,-7.9,0.27
CP006,Women,Libera,Women,10,5,221.0,3767.18,0.0,751504.45,186.0,14,1,0,0,9,0,0.0,0.0,218.2,196.0,193.87,193.77,153.6,22.2,0.1
CP006,Women,Libera,Women,11,5,159.4,3976.9,0.0,614154.14,132.4,13,0,0,0,9,1,14.0,14.0,221.0,219.6,204.33,196.4,122.6,1.4,7.93
CP006,Women,Libera,Women,12,5,254.2,3905.38,0.41,982497.79,215.4,13,1,6,0,9,7,29.0,23.01,159.4,190.2,199.53,191.37,211.4,-30.8,8.17
CP006,Women,Miss Modano,Women,1,5,399.2,4150.61,0.14,1662689.36,340.2,26,0,0,10,9,8,15.0,11.85,391.0,364.8,341.6,335.73,319.8,26.2,5.87
CP006,Women,Miss Modano,Women,2,5,376.6,3967.87,0.0,1536741.15,318.4,24,1,0,0,8,0,0.0,0.0,399.2,356.7,350.67,330.53,330.8,42.5,20.13
CP006,Women,Miss Modano,Women,3,5,421.6,3839.63,0.0,1619808.14,357.8,27,0,0,0,9,0,0.0,0.0,376.6,387.9,345.07,330.77,334.2,-11.3,14.3
CP006,Women,Miss Modano,Women,4,5,458.6,4025.0,0.05,1878892.45,399.2,23,2,9,0,9,8,24.0,17.52,421.6,399.1,399.13,339.0,368.0,22.5,60.13
CP006,Women,Miss Modano,Women,5,5,465.0,3991.24,0.09,1860192.87,402.0,26,2,1,0,9,4,13.0,12.26,458.6,440.1,418.93,354.07,355.2,18.5,64.87
CP006,Women,Miss Modano,Women,6,5,406.6,4113.41,0.0,1689063.13,343.2,26,1,0,0,9,0,0.0,0.0,465.0,461.8,448.4,360.1,322.6,3.2,88.3
CP006,Women,Miss Modano,Women,7,5,455.0,4093.85,0.0,1882883.54,387.0,27,0,0,0,9,7,20.0,15.15,406.6,435.8,443.4,421.27,353.6,-29.2,22.13
CP006,Women,Miss Modano,Women,8,5,385.8,4063.91,0.05,1533416.31,332.8,25,0,0,21,9,4,17.0,14.11,455.0,430.8,442.2,430.57,320.4,24.2,11.63
CP006,Women,Miss Modano,Women,9,5,384.0,4197.57,0.0,1624217.38,330.6,24,0,0,5,8,0,0.0,0.0,385.8,420.4,415.8,432.1,315.6,-34.6,-16.3
CP006,Women,Miss Modano,Women,10,5,374.6,4100.98,0.0,1538863.97,319.2,24,1,0,0,9,0,0.0,0.0,384.0,384.9,408.27,425.83,295.2,-0.9,-17.57
CP006,Women,Miss Modano,Women,11,5,436.0,3969.66,0.0,1684682.71,370.2,25,0,0,0,9,3,29.0,25.6,374.6,379.3,381.47,411.83,338.6,-4.7,-30.37
CP006,Women,Miss Modano,Women,12,5,491.2,4044.59,0.09,2004794.94,423.6,24,1,6,0,9,13,29.0,21.02,436.0,405.3,398.2,407.0,391.0,30.7,-8.8
CP006,Women,Modano,Women,1,5,380.2,3807.46,0.04,1494708.79,323.4,29,0,0,10,9,5,15.0,12.38,416.2,371.5,362.2,332.27,306.6,44.7,29.93
CP006,Women,Modano,Women,2,5,340.4,4295.37,0.0,1458073.64,291.8,27,1,0,0,8,0,0.0,0.0,380.2,371.7,356.73,332.37,274.8,8.5,24.37
CP006,Women,Modano,Women,3,5,396.4,4074.91,0.0,1640049.08,343.0,27,0,0,0,9,0,0.0,0.0,340.4,360.3,337.2,332.83,314.6,-19.9,4.37
CP006,Women,Modano,Women,4,5,481.8,4220.63,0.04,2013759.29,418.6,26,2,9,0,9,7,24.0,16.43,396.4,368.4,372.33,331.1,385.0,28.0,41.23
CP006,Women,Modano,Women,5,5,358.0,4028.01,0.08,1471105.31,302.6,28,2,1,0,9,3,10.0,8.74,481.8,439.1,406.2,342.37,288.0,42.7,63.83
CP006,Women,Modano,Women,6,5,424.4,4004.72,0.0,1653933.22,359.8,29,1,0,0,9,0,0.0,0.0,358.0,419.9,412.07,334.4,340.8,-61.9,77.67
CP006,Women,Modano,Women,7,5,424.8,3773.19,0.07,1691884.73,364.0,31,0,0,0,9,6,16.0,12.48,424.4,391.2,421.4,396.87,326.6,33.2,24.53
CP006,Women,Modano,Women,8,5,345.0,4211.35,0.0,1532069.33,293.2,28,0,0,21,9,6,20.0,15.05,424.8,424.6,402.4,404.3,265.4,0.2,-1.9
CP006,Women,Modano,Women,9,5,407.8,3953.55,0.0,1674949.58,348.4,29,0,0,5,8,0,0.0,0.0,345.0,384.9,398.07,405.07,315.0,-39.9,-7.0
CP006,Women,Modano,Women,10,5,427.8,3984.32,0.0,1684947.02,357.0,31,1,0,0,9,0,0.0,0.0,407.8,376.4,392.53,406.97,343.6,31.4,-14.43
CP006,Women,Modano,Women,11,5,430.6,4022.47,0.13,1679183.39,365.6,28,0,0,0,9,5,26.0,23.1,427.8,417.8,393.53,397.97,326.8,10.0,-4.43
CP006,Women,Modano,Women,12,5,522.6,4057.58,0.17,2326311.1,443.2,26,1,6,0,9,12,30.0,21.68,430.6,429.2,422.07,410.07,416.2,1.4,12.0
CP007,Accessories,Emerald,Men,1,5,9.6,2996.45,0.5,26439.66,7.0,4,0,0,10,9,1,9.0,8.33,8.0,5.9,6.53,7.43,7.2,2.1,-0.9
CP007,Accessories,Emerald,Men,2,5,11.2,2720.76,0.0,29857.84,8.6,4,1,0,0,8,0,0.0,0.0,9.6,7.7,6.4,7.07,9.8,1.9,-0.67
CP007,Accessories,Emerald,Men,3,5,9.8,2448.54,0.0,24795.18,7.8,4,0,0,0,9,0,0.0,0.0,11.2,10.4,8.53,7.47,7.6,0.8,1.07
CP007,Accessories,Emerald,Men,4,5,12.6,2753.33,0.2,31875.98,9.8,4,2,9,0,9,1,7.0,7.0,9.8,10.5,10.2,7.5,9.2,-0.7,2.7
CP007,Accessories,Emerald,Men,5,5,7.8,3684.19,0.0,29098.85,6.0,3,2,1,0,9,1,7.0,7.0,12.6,11.2,11.2,7.9,6.8,1.4,3.3
CP007,Accessories,Emerald,Men,6,5,11.2,2946.42,0.0,33151.96,9.0,4,1,0,0,9,0,0.0,0.0,7.8,10.2,10.07,8.33,9.0,-2.4,1.73
CP007,Accessories,Emerald,Men,7,5,11.2,2661.8,0.0,30258.17,8.2,4,0,0,0,9,1,5.0,4.5,11.2,9.5,10.53,10.37,9.6,1.7,0.17
CP007,Accessories,Emerald,Men,8,5,9.6,2683.35,0.0,25707.6,7.2,4,0,0,21,9,0,6.0,6.0,11.2,11.2,10.07,10.63,7.8,0.0,-0.57
CP007,Accessories,Emerald,Men,9,5,9.0,2884.97,0.0,26470.78,6.6,4,0,0,5,8,0,0.0,0.0,9.6,10.4,10.67,10.37,7.6,-0.8,0.3
CP007,Accessories,Emerald,Men,10,5,9.8,2882.15,0.0,28164.41,8.0,4,1,0,0,9,0,0.0,0.0,9.0,9.3,9.93,10.23,7.8,-0.3,-0.3
CP007,Accessories,Emerald,Men,11,5,6.0,3468.29,0.0,19446.07,5.2,3,0,0,0,9,1,14.0,14.0,9.8,9.4,9.47,9.77,3.8,0.4,-0.3
CP007,Accessories,Emerald,Men,12,5,10.4,3075.34,0.0,27128.66,7.8,4,1,6,0,9,2,22.0,19.0,6.0,7.9,8.27,9.47,8.0,-1.9,-1.2
CP007,Accessories,Emerald,Unisex,1,5,19.8,2277.34,0.0,44489.98,15.8,9,0,0,10,9,1,7.0,6.25,18.6,19.0,18.0,17.03,16.4,-0.4,0.97
CP007,Accessories,Emerald,Unisex,2,5,19.0,2351.86,0.0,44436.29,16.8,9,1,0,0,8,0,0.0,0.0,19.8,17.4,18.07,17.27,15.8,2.4,0.8
CP007,Accessories,Emerald,Unisex,3,5,23.2,2251.69,0.0,50114.78,19.8,9,0,0,0,9,0,0.0,0.0,19.0,19.4,16.73,17.07,18.2,-0.4,-0.33
CP007,Accessories,Emerald,Unisex,4,5,23.8,2212.9,0.29,51805.84,19.6,9,2,9,0,9,3,24.0,18.52,23.2,21.1,20.67,17.53,16.8,2.1,3.13
CP007,Accessories,Emerald,Unisex,5,5,21.8,2374.99,0.0,51101.17,20.0,11,2,1,0,9,1,10.0,9.5,23.8,23.5,22.0,18.27,17.0,0.3,3.73
CP007,Accessories,Emerald,Unisex,6,5,16.4,2275.59,0.0,37250.48,14.0,9,1,0,0,9,0,0.0,0.0,21.8,22.8,22.93,17.93,12.4,-1.0,5.0
CP007,Accessories,Emerald,Unisex,7,5,18.4,2014.81,0.0,38128.23,15.8,10,0,0,0,9,2,16.0,14.0,16.4,19.1,20.67,20.67,14.8,-2.7,0.0
CP007,Accessories,Emerald,Unisex,8,5,20.0,2332.74,0.13,44658.86,16.6,9,0,0,21,9,2,16.0,15.33,18.4,17.4,18.87,20.43,16.6,1.0,-1.57
CP007,Accessories,Emerald,Unisex,9,5,19.6,2330.95,0.0,45562.82,16.6,9,0,0,5,8,0,0.0,0.0,20.0,19.2,18.27,20.6,16.8,0.8,-2.33
CP007,Accessories,Emerald,Unisex,10,5,21.4,2121.99,0.0,46115.9,20.0,10,1,0,0,9,0,0.0,0.0,19.6,19.8,19.33,20.0,16.0,-0.2,-0.67
CP007,Accessories,Emerald,Unisex,11,5,23.6,2190.94,0.0,50294.78,20.4,11,0,0,0,9,1,22.0,22.0,21.4,20.5,20.33,19.6,19.4,0.9,0.73
CP007,Accessories,Emerald,Unisex,12,5,25.4,2340.49,0.17,59432.88,21.4,10,1,6,0,9,6,30.0,21.74,23.6,22.5,21.53,19.9,18.6,1.1,1.63
CP007,Accessories,Emerald,Women,1,5,4.2,3139.68,0.0,14439.07,3.6,2,0,0,10,9,1,7.0,7.0,4.0,4.2,4.2,4.3,4.4,-0.2,-0.1
CP007,Accessories,Emerald,Women,2,5,3.2,2616.15,0.0,8953.59,3.0,2,1,0,0,8,0,0.0,0.0,4.2,4.0,4.13,3.83,2.0,0.2,0.3
CP007,Accessories,Emerald,Women,3,5,5.4,2686.15,0.0,16336.73,4.4,2,0,0,0,9,0,0.0,0.0,3.2,3.7,3.6,3.57,3.6,-0.5,0.03
CP007,Accessories,Emerald,Women,4,5,5.4,2546.16,0.0,16042.57,4.8,2,2,9,0,9,1,11.0,11.0,5.4,4.3,4.27,3.9,3.4,1.1,0.37
CP007,Accessories,Emerald,Women,5,5,5.4,2782.68,0.0,15447.84,4.6,3,2,1,0,9,0,5.0,5.0,5.4,5.4,4.67,3.83,3.8,0.0,0.83
CP007,Accessories,Emerald,Women,6,5,9.2,2935.45,0.0,31286.1,7.6,3,1,0,0,9,0,0.0,0.0,5.4,5.4,5.4,3.93,5.6,0.0,1.47
CP007,Accessories,Emerald,Women,7,5,4.0,3488.68,0.0,14521.46,3.2,2,0,0,0,9,1,5.0,5.0,9.2,7.3,6.67,5.47,6.8,1.9,1.2
CP007,Accessories,Emerald,Women,8,5,4.4,2839.04,0.0,12327.71,3.8,3,0,0,21,9,1,9.0,9.0,4.0,6.6,6.2,5.43,4.4,-2.6,0.77
CP007,Accessories,Emerald,Women,9,5,3.6,2657.13,0.0,10592.47,3.0,2,0,0,5,8,0,0.0,0.0,4.4,4.2,5.87,5.63,2.0,0.2,0.23
CP007,Accessories,Emerald,Women,10,5,5.0,2237.3,0.0,12120.75,4.6,2,1,0,0,9,0,0.0,0.0,3.6,4.0,4.0,5.33,4.2,-0.4,-1.33
CP007,Accessories,Emerald,Women,11,3,4.67,3234.82,0.0,16611.76,3.67,3,0,0,0,9,0,8.33,8.33,4.67,3.67,4.44,4.83,6.0,1.0,-0.39
CP007,Accessories,Emerald,Women,12,5,5.0,2419.05,0.0,12953.11,4.0,3,1,6,0,9,1,20.0,18.5,5.0,4.9,4.07,5.27,3.4,0.1,-1.2
CP007,Accessories,Hustle,Men,1,5,9.0,2646.79,0.0,25092.06,7.0,5,0,0,10,9,1,9.0,8.5,10.6,9.5,9.6,8.87,7.0,1.1,0.73
CP007,Accessories,Hustle,Men,2,5,8.8,2346.17,0.0,20745.79,7.2,4,1,0,0,8,0,0.0,0.0,9.0,8.9,8.73,8.8,6.6,0.1,-0.07
CP007,Accessories,Hustle,Men,3,5,12.6,2779.71,0.0,32349.97,11.0,7,0,0,0,9,0,0.0,0.0,8.8,8.9,8.33,8.5,10.6,-0.1,-0.17
CP007,Accessories,Hustle,Men,4,5,13.2,3113.96,0.0,39818.73,10.6,7,2,9,0,9,2,20.0,17.5,12.6,10.7,10.13,8.87,10.8,1.9,1.27
CP007,Accessories,Hustle,Men,5,5,7.0,2737.78,0.0,19916.08,6.6,4,2,1,0,9,1,7.0,6.33,13.2,12.9,11.53,8.87,5.2,0.3,2.67
CP007,Accessories,Hustle,Men,6,5,12.0,2415.23,0.0,31333.05,11.0,6,1,0,0,9,0,0.0,0.0,7.0,10.1,10.93,8.5,7.8,-3.1,2.43
CP007,Accessories,Hustle,Men,7,5,9.2,2711.65,0.2,24045.35,8.0,5,0,0,0,9,2,16.0,13.75,12.0,9.5,10.73,10.43,7.6,2.5,0.3
CP007,Accessories,Hustle,Men,8,5,11.6,2268.56,0.0,26563.65,9.6,6,0,0,21,9,1,11.0,10.5,9.2,10.6,9.4,10.47,9.0,-1.4,-1.07
CP007,Accessories,Hustle,Men,9,5,9.6,2793.26,0.0,25323.45,8.2,5,0,0,5,8,0,0.0,0.0,11.6,10.4,10.93,10.93,7.8,1.2,0.0
CP007,Accessories,Hustle,Men,10,5,12.0,2617.97,0.0,27733.54,9.8,6,1,0,0,9,0,0.0,0.0,9.6,10.6,10.13,10.43,9.8,-1.0,-0.3
CP007,Accessories,Hustle,Men,11,5,12.0,3064.48,0.0,35216.09,10.6,7,0,0,0,9,1,15.0,14.33,12.0,10.8,11.07,10.23,8.4,1.2,0.83
CP007,Accessories,Hustle,Men,12,5,13.6,2759.82,0.0,35442.59,11.4,5,1,6,0,9,3,29.0,25.17,12.0,12.0,11.2,11.07,10.6,0.0,0.13
CP007,Accessories,Hustle,Unisex,1,5,7.2,2716.81,0.0,19109.97,6.2,4,0,0,10,9,1,8.0,7.5,9.2,9.1,7.73,7.67,5.6,0.1,0.07
CP007,Accessories,Hustle,Unisex,2,5,7.6,2615.97,0.0,19769.29,6.0,4,1,0,0,8,0,0.0,0.0,7.2,7.4,7.93,7.6,6.6,-0.2,0.33
CP007,Accessories,Hustle,Unisex,3,5,11.4,2770.65,0.0,31633.91,10.2,5,0,0,0,9,0,0.0,0.0,7.6,7.4,7.07,7.27,9.8,0.2,-0.2
CP007,Accessories,Hustle,Unisex,4,5,6.4,3020.12,0.0,17876.0,5.6,3,2,9,0,9,1,11.0,11.0,11.4,9.5,8.73,7.53,4.8,1.9,1.2
CP007,Accessories,Hustle,Unisex,5,5,8.0,2917.62,0.0,22822.49,7.2,5,2,1,0,9,2,10.0,9.67,6.4,8.9,8.47,7.63,6.6,-2.5,0.83
CP007,Accessories,Hustle,Unisex,6,5,11.4,2877.24,0.0,32426.85,9.4,5,1,0,0,9,0,0.0,0.0,8.0,7.2,8.6,7.23,9.0,0.8,1.37
CP007,Accessories,Hustle,Unisex,7,5,8.8,2566.34,0.0,23278.33,7.4,5,0,0,0,9,1,12.0,11.0,11.4,9.7,8.6,8.67,6.0,1.7,-0.07
CP007,Accessories,Hustle,Unisex,8,5,12.8,2779.81,0.0,34729.35,11.4,5,0,0,21,9,1,8.0,6.25,8.8,10.1,9.4,8.93,8.4,-1.3,0.47
CP007,Accessories,Hustle,Unisex,9,5,10.8,2646.11,0.0,28036.7,9.6,6,0,0,5,8,0,0.0,0.0,12.8,10.8,11.0,9.8,8.4,2.0,1.2
CP007,Accessories,Hustle,Unisex,10,5,8.0,2778.27,0.0,21135.67,7.2,4,1,0,0,9,0,0.0,0.0,10.8,11.8,10.8,9.7,5.0,-1.0,1.1
CP007,Accessories,Hustle,Unisex,11,5,13.0,2845.04,0.0,35517.64,10.2,5,0,0,0,9,0,9.0,9.0,8.0,9.4,10.53,9.97,9.0,-1.4,0.57
CP007,Accessories,Hustle,Unisex,12,5,14.2,2800.28,0.0,37932.52,10.6,4,1,6,0,9,2,22.0,20.08,13.0,10.5,10.6,10.8,9.2,2.5,-0.2
CP007,Accessories,Hustle,Women,1,5,13.4,3027.58,0.12,43104.68,12.6,7,0,0,10,9,4,15.0,12.55,13.6,13.5,12.2,11.83,11.0,0.1,0.37
CP007,Accessories,Hustle,Women,2,5,15.4,2961.77,0.0,52423.82,13.0,8,1,0,0,8,0,0.0,0.0,13.4,12.7,12.93,11.87,12.2,0.7,1.07
CP007,Accessories,Hustle,Women,3,5,15.2,2723.77,0.0,44890.73,14.6,8,0,0,0,9,0,0.0,0.0,15.4,14.4,12.67,11.87,12.2,1.0,0.8
CP007,Accessories,Hustle,Women,4,5,14.0,2587.91,0.0,41486.97,12.8,7,2,9,0,9,2,22.0,20.08,15.2,15.3,14.67,12.17,11.2,-0.1,2.5
CP007,Accessories,Hustle,Women,5,5,13.2,2529.58,0.0,35935.51,11.8,7,2,1,0,9,1,9.0,8.5,14.0,14.6,14.87,12.47,10.4,-0.6,2.4
CP007,Accessories,Hustle,Women,6,5,13.4,2562.99,0.0,39780.45,12.4,8,1,0,0,9,0,0.0,0.0,13.2,13.6,14.13,12.07,11.8,-0.4,2.07
CP007,Accessories,Hustle,Women,7,5,14.8,2854.09,0.14,47099.19,12.8,8,0,0,0,9,1,9.0,7.5,13.4,13.3,13.53,14.1,11.6,0.1,-0.57
CP007,Accessories,Hustle,Women,8,5,16.6,2690.47,0.0,50789.25,14.8,8,0,0,21,9,2,18.0,15.0,14.8,14.1,13.8,14.33,12.6,0.7,-0.53
CP007,Accessories,Hustle,Women,9,5,12.8,2777.32,0.0,39754.58,11.8,6,0,0,5,8,0,0.0,0.0,16.6,15.7,14.93,14.53,10.2,0.9,0.4
CP007,Accessories,Hustle,Women,10,5,12.4,2702.87,0.0,36379.19,11.4,7,1,0,0,9,0,0.0,0.0,12.8,14.7,14.73,14.13,9.6,-1.9,0.6
CP007,Accessories,Hustle,Women,11,5,17.8,2979.51,0.0,59755.64,16.0,8,0,0,0,9,2,25.0,24.0,12.4,12.6,13.93,13.87,13.4,-0.2,0.07
CP007,Accessories,Hustle,Women,12,5,15.4,2641.03,0.0,44335.96,12.8,7,1,6,0,9,5,28.0,22.67,17.8,15.1,14.33,14.63,13.6,2.7,-0.3
CP007,Accessories,King Street,Men,1,5,13.6,3078.2,0.0,41818.32,11.8,7,0,0,10,9,1,6.0,5.67,8.6,10.4,9.87,10.67,9.8,-1.8,-0.8
CP007,Accessories,King Street,Men,2,5,15.4,2933.63,0.0,46784.64,12.8,7,1,0,0,8,0,0.0,0.0,13.6,10.0,10.73,10.57,12.8,3.6,0.17
CP007,Accessories,King Street,Men,3,5,19.4,3066.61,0.0,58593.81,16.0,8,0,0,0,9,0,0.0,0.0,15.4,14.5,11.13,11.13,14.8,0.9,-0.0
CP007,Accessories,King Street,Men,4,5,15.8,2975.79,0.62,48454.9,12.6,6,2,9,0,9,1,16.0,15.0,19.4,17.4,16.13,11.67,12.4,2.0,4.47
CP007,Accessories,King Street,Men,5,5,13.8,2832.68,0.3,39595.36,10.8,7,2,1,0,9,1,11.0,9.83,15.8,17.6,16.87,12.4,12.4,-1.8,4.47
CP007,Accessories,King Street,Men,6,5,8.8,3306.83,0.0,28377.28,7.4,5,1,0,0,9,0,0.0,0.0,13.8,14.8,16.33,12.17,6.8,-1.0,4.17
CP007,Accessories,King Street,Men,7,5,14.6,3158.2,0.0,45368.89,13.0,8,0,0,0,9,2,15.0,12.67,8.8,11.3,12.8,14.47,12.0,-2.5,-1.67
CP007,Accessories,King Street,Men,8,5,11.8,2938.22,0.0,34978.29,10.4,7,0,0,21,9,1,16.0,15.0,14.6,11.7,12.4,14.63,10.0,2.9,-2.23
CP007,Accessories,King Street,Men,9,5,14.8,2989.71,0.0,43602.78,12.4,7,0,0,5,8,0,0.0,0.0,11.8,13.2,11.73,14.03,12.4,-1.4,-2.3
CP007,Accessories,King Street,Men,10,5,13.0,2679.02,0.0,36433.29,11.4,7,1,0,0,9,0,0.0,0.0,14.8,13.3,13.73,13.27,8.8,1.5,0.47
CP007,Accessories,King Street,Men,11,5,15.4,2977.41,0.0,45864.67,12.2,6,0,0,0,9,1,11.0,10.5,13.0,13.9,13.2,12.8,12.2,-0.9,0.4
CP007,Accessories,King Street,Men,12,5,11.2,2717.99,0.0,30943.92,9.0,6,1,6,0,9,3,23.0,18.4,15.4,14.2,14.4,13.07,8.6,1.2,1.33
CP007,Accessories,King Street,Unisex,1,5,5.0,2493.62,0.0,12983.19,4.2,2,0,0,10,9,1,8.0,8.0,3.2,3.6,3.33,3.73,3.4,-0.4,-0.4
CP007,Accessories,King Street,Unisex,2,4,6.0,2877.4,0.0,17455.19,4.75,2,1,0,0,8,0,0.0,0.0,5.25,4.12,4.0,3.92,3.25,1.12,0.08
CP007,Accessories,King Street,Unisex,3,4,7.0,2734.17,0.0,19586.54,5.75,3,0,0,0,8,0,0.0,0.0,5.0,4.88,3.75,3.42,3.75,0.12,0.33
CP007,Accessories,King Street,Unisex,4,5,5.0,2653.51,0.0,13447.73,4.2,3,2,9,0,9,1,12.0,11.33,7.2,6.0,5.73,4.23,4.8,1.2,1.5
CP007,Accessories,King Street,Unisex,5,5,4.6,2787.43,0.0,13044.45,3.8,3,2,1,0,9,1,6.0,6.0,5.0,6.1,5.67,4.07,4.8,-1.1,1.6
CP007,Accessories,King Street,Unisex,6,5,4.8,2409.23,0.0,11798.41,4.4,3,1,0,0,9,0,0.0,0.0,4.6,4.8,5.6,4.23,4.2,-0.2,1.37
CP007,Accessories,King Street,Unisex,7,5,4.6,2695.43,0.0,13230.39,4.4,2,0,0,0,9,0,5.0,5.0,4.8,4.7,4.8,5.27,3.8,0.1,-0.47
CP007,Accessories,King Street,Unisex,8,5,6.0,2713.28,0.0,16785.29,5.0,3,0,0,21,9,1,8.0,7.5,4.6,4.7,4.67,5.17,5.4,-0.1,-0.5
CP007,Accessories,King Street,Unisex,9,4,3.25,2712.83,0.0,9224.44,2.75,2,0,0,5,8,0,0.0,0.0,6.75,6.0,5.75,5.54,1.75,0.75,0.21
