month_period,store_id,category,brand,gender,monthly_units_sold,avg_price_lkr,avg_promotion_percent,total_revenue,total_customer_count,unique_products_sold,holiday_days,festival_days,school_days,weekend_days,promotion_days,max_promotion_percent,avg_campaign_discount,month_date,year,month,quarter,previous_month_sales,previous_2_month_avg,previous_3_month_avg,previous_6_month_avg,same_month_last_year,sales_growth_1m,sales_growth_3m
2021-09,CP008,Accessories,Modano,Women,8,2559.85875,0.0,20478.87,8,5,0,0,5,8,0.0,0.0,0.0,2021-09-01,2021,9,3,5.0,3.5,3.3333333333333335,4.166666666666667,0.0,1.5,-0.8333333333333335
2021-10,CP008,Accessories,Modano,Women,9,2241.8577777777778,0.0,20176.72,9,5,1,0,0,10,0.0,0.0,0.0,2021-10-01,2021,10,4,8.0,6.5,5.0,4.666666666666667,0.0,1.5,0.33333333333333304
2021-11,CP008,Accessories,Modano,Women,9,1989.6922222222222,0.0,17907.23,9,6,0,0,0,8,0.0,0.0,0.0,2021-11-01,2021,11,4,9.0,8.5,7.333333333333333,5.333333333333333,0.0,0.5,2.0
2021-12,CP008,Accessories,Modano,Women,7,2542.8814285714284,0.0,17800.17,7,4,1,6,0,8,3.0,30.0,25.0,2021-12-01,2021,12,4,9.0,9.0,8.666666666666666,6.0,0.0,0.0,2.666666666666666
2022-01,CP008,Accessories,Modano,Women,10,2272.1566666666668,0.0,23072.649999999998,9,6,0,0,10,10,0.0,0.0,0.0,2022-01-01,2022,1,1,7.0,8.0,8.333333333333334,6.666666666666667,7.0,-1.0,1.666666666666667
2022-02,CP008,Accessories,Modano,Women,6,2051.991666666667,0.0,12311.95,6,4,1,0,0,8,0.0,0.0,0.0,2022-02-01,2022,2,1,10.0,8.5,8.666666666666666,8.0,5.0,1.5,0.6666666666666661
2022-03,CP008,Accessories,Modano,Women,10,2745.9970000000003,0.0,27459.97,10,5,0,0,0,8,0.0,0.0,0.0,2022-03-01,2022,3,1,6.0,8.0,7.666666666666667,8.166666666666666,5.0,-2.0,-0.4999999999999991
2022-04,CP008,Accessories,Modano,Women,6,2047.3549999999998,0.0,12284.13,6,4,2,9,0,9,3.0,25.0,16.666666666666668,2022-04-01,2022,4,2,10.0,8.0,8.666666666666666,8.5,5.0,2.0,0.16666666666666607
2022-05,CP008,Accessories,Modano,Women,6,1931.5833333333333,0.0,11589.5,6,6,2,1,0,9,0.0,0.0,0.0,2022-05-01,2022,5,2,6.0,8.0,7.333333333333333,8.0,5.0,-2.0,-0.666666666666667
2022-06,CP008,Accessories,Modano,Women,5,1859.7599999999998,0.0,9298.8,5,4,1,0,0,8,0.0,0.0,0.0,2022-06-01,2022,6,2,6.0,6.0,7.333333333333333,7.5,3.0,0.0,-0.16666666666666696
2022-07,CP008,Accessories,Modano,Women,6,1891.4279999999999,0.0,12080.38,6,4,0,0,0,10,1.0,15.0,15.0,2022-07-01,2022,7,3,5.0,5.5,5.666666666666667,7.166666666666667,2.0,-0.5,-1.5
2022-08,CP008,Accessories,Modano,Women,8,2546.957142857143,0.0,20451.94,8,6,0,0,21,8,0.0,0.0,0.0,2022-08-01,2022,8,3,6.0,5.5,5.666666666666667,6.5,5.0,0.5,-0.833333333333333
2022-09,CP008,Accessories,Modano,Women,7,1899.7414285714287,0.0,13298.19,7,4,0,0,5,8,0.0,0.0,0.0,2022-09-01,2022,9,3,8.0,7.0,6.333333333333333,6.833333333333333,8.0,1.0,-0.5
2022-10,CP008,Accessories,Modano,Women,11,1989.0627272727274,0.0,21879.690000000002,11,6,1,0,0,10,0.0,0.0,0.0,2022-10-01,2022,10,4,7.0,7.5,7.0,6.333333333333333,9.0,-0.5,0.666666666666667
2022-11,CP008,Accessories,Modano,Women,6,1940.8266666666666,0.0,11644.96,6,4,0,0,0,8,1.0,20.0,20.0,2022-11-01,2022,11,4,11.0,9.0,8.666666666666666,7.166666666666667,9.0,2.0,1.4999999999999991
2022-12,CP008,Accessories,Modano,Women,9,2208.674285714286,0.0,22436.010000000002,7,6,1,6,0,9,1.0,25.0,25.0,2022-12-01,2022,12,4,6.0,8.5,8.0,7.166666666666667,7.0,-2.5,0.833333333333333
2023-01,CP008,Accessories,Modano,Women,6,2275.46,0.0,13652.76,6,3,0,0,10,9,1.0,15.0,15.0,2023-01-01,2023,1,1,9.0,7.5,8.666666666666666,7.833333333333333,10.0,1.5,0.833333333333333
2023-02,CP008,Accessories,Modano,Women,12,1812.305,0.0,21747.66,12,5,1,0,0,8,0.0,0.0,0.0,2023-02-01,2023,2,1,6.0,7.5,7.0,7.833333333333333,6.0,-1.5,-0.833333333333333
2023-03,CP008,Accessories,Modano,Women,9,2188.81375,0.0,20133.75,8,4,0,0,0,8,0.0,0.0,0.0,2023-03-01,2023,3,1,12.0,9.0,9.0,8.5,10.0,3.0,0.5
2023-04,CP008,Accessories,Modano,Women,10,1992.5711111111111,0.0,20556.38,10,6,2,9,0,10,0.0,0.0,0.0,2023-04-01,2023,4,2,9.0,10.5,9.0,8.833333333333334,6.0,-1.5,0.16666666666666607
2023-05,CP008,Accessories,Modano,Women,8,2077.8971428571426,0.0,17168.52,7,5,2,1,0,8,1.0,15.0,15.0,2023-05-01,2023,5,2,10.0,9.5,10.333333333333334,8.666666666666666,6.0,0.5,1.6666666666666679
2023-06,CP008,Accessories,Modano,Women,6,1950.744,0.0,12376.96,5,3,1,0,0,8,0.0,0.0,0.0,2023-06-01,2023,6,2,8.0,9.0,9.0,9.0,5.0,-1.0,0.0
2023-07,CP008,Accessories,Modano,Women,9,2536.7,0.0,22916.84,9,7,0,0,0,10,0.0,0.0,0.0,2023-07-01,2023,7,3,6.0,7.0,8.0,8.5,6.0,-1.0,-0.5
2023-08,CP008,Accessories,Modano,Women,7,2254.7442857142855,0.0,15783.21,7,6,0,0,21,8,1.0,10.0,10.0,2023-08-01,2023,8,3,9.0,7.5,7.666666666666667,9.0,8.0,1.5,-1.333333333333333
2023-09,CP008,Accessories,Modano,Women,8,1649.0671428571427,0.0,14166.71,7,4,0,0,5,9,0.0,0.0,0.0,2023-09-01,2023,9,3,7.0,8.0,7.333333333333333,8.166666666666666,7.0,-1.0,-0.833333333333333
2023-10,CP008,Accessories,Modano,Women,7,2656.2771428571427,0.0,18593.94,7,4,1,0,0,9,0.0,0.0,0.0,2023-10-01,2023,10,4,8.0,7.5,8.0,8.0,11.0,0.5,0.0
2023-11,CP008,Accessories,Modano,Women,16,2507.796428571429,0.0,40355.63,14,6,0,0,0,8,1.0,20.0,20.0,2023-11-01,2023,11,4,7.0,7.5,7.333333333333333,7.5,6.0,-0.5,-0.16666666666666696
2023-12,CP008,Accessories,Modano,Women,12,2393.608333333333,0.0,29417.22,8,4,1,6,0,10,5.0,30.0,24.0,2023-12-01,2023,12,4,16.0,11.5,10.333333333333334,8.833333333333334,9.0,4.5,1.5
2024-01,CP008,Accessories,Modano,Women,4,2710.995,0.0,10843.98,4,4,0,0,10,8,2.0,15.0,12.5,2024-01-01,2024,1,1,12.0,14.0,11.666666666666666,9.833333333333334,6.0,-2.0,1.8333333333333321
2024-02,CP008,Accessories,Modano,Women,4,1796.3075,0.0,7185.23,4,4,1,0,0,8,0.0,0.0,0.0,2024-02-01,2024,2,1,4.0,8.0,10.666666666666666,9.0,12.0,-4.0,1.666666666666666
2024-03,CP008,Accessories,Modano,Women,5,2801.084,0.0,14005.42,5,3,0,0,0,10,0.0,0.0,0.0,2024-03-01,2024,3,1,4.0,4.0,6.666666666666667,8.5,9.0,0.0,-1.833333333333333
2024-04,CP008,Accessories,Modano,Women,9,2357.395555555556,0.0,21216.56,9,6,2,9,0,8,1.0,20.0,20.0,2024-04-01,2024,4,2,5.0,4.5,4.333333333333333,8.0,10.0,0.5,-3.666666666666667
2024-05,CP008,Accessories,Modano,Women,5,1973.7525,0.0,10518.25,4,4,2,1,0,8,0.0,0.0,0.0,2024-05-01,2024,5,2,9.0,7.0,6.0,8.333333333333334,8.0,2.0,-2.333333333333334
2024-06,CP008,Accessories,Modano,Women,3,2386.306666666667,0.0,7158.92,3,3,1,0,0,10,0.0,0.0,0.0,2024-06-01,2024,6,2,5.0,7.0,6.333333333333333,6.5,6.0,-2.0,-0.16666666666666696
2024-07,CP008,Accessories,Modano,Women,7,2830.218,0.0,19397.57,6,4,0,0,0,8,1.0,15.0,15.0,2024-07-01,2024,7,3,3.0,4.0,5.666666666666667,5.0,9.0,-1.0,0.666666666666667
2024-08,CP008,Accessories,Modano,Women,8,2298.5485714285714,0.0,18713.08,8,6,0,0,21,9,1.0,10.0,10.0,2024-08-01,2024,8,3,7.0,5.0,5.0,5.5,7.0,2.0,-0.5
2024-09,CP008,Accessories,Modano,Women,3,2053.1299999999997,0.0,6159.389999999999,3,3,0,0,5,9,0.0,0.0,0.0,2024-09-01,2024,9,3,8.0,7.5,6.0,6.166666666666667,8.0,0.5,-0.16666666666666696
2024-10,CP008,Accessories,Modano,Women,5,2460.504,0.0,12302.52,5,4,1,0,0,8,0.0,0.0,0.0,2024-10-01,2024,10,4,3.0,5.5,6.0,5.833333333333333,7.0,-2.5,0.16666666666666696
2024-11,CP008,Accessories,Modano,Women,5,2147.41,0.0,11212.88,4,3,0,0,0,9,0.0,0.0,0.0,2024-11-01,2024,11,4,5.0,4.0,5.333333333333333,5.166666666666667,16.0,1.0,0.16666666666666607
2024-12,CP008,Accessories,Modano,Women,15,1895.5133333333333,2.2222222222222223,32799.06,12,4,1,6,0,9,5.0,30.0,22.0,2024-12-01,2024,12,4,5.0,5.0,4.333333333333333,5.166666666666667,12.0,0.0,-0.8333333333333339
2025-01,CP008,Accessories,Modano,Women,7,2806.4285714285716,0.0,19645.0,7,4,0,0,10,8,0.0,0.0,0.0,2025-01-01,2025,1,1,15.0,10.0,8.333333333333334,7.166666666666667,4.0,5.0,1.166666666666667
2025-02,CP008,Accessories,Modano,Women,11,2747.264,0.0,30095.879999999997,11,6,1,0,0,8,0.0,0.0,0.0,2025-02-01,2025,2,1,7.0,11.0,9.0,7.166666666666667,4.0,-4.0,1.833333333333333
2025-03,CP008,Accessories,Modano,Women,2,1847.245,0.0,3694.49,2,2,0,0,0,10,0.0,0.0,0.0,2025-03-01,2025,3,1,11.0,9.0,11.0,7.666666666666667,5.0,2.0,3.333333333333333
2025-04,CP008,Accessories,Modano,Women,6,1898.0616666666665,0.0,11388.369999999999,6,4,2,9,0,8,1.0,20.0,20.0,2025-04-01,2025,4,2,2.0,6.5,6.666666666666667,7.5,9.0,-4.5,-0.833333333333333
2025-05,CP008,Accessories,Modano,Women,6,1867.0349999999999,0.0,11202.21,6,4,2,1,0,9,0.0,0.0,0.0,2025-05-01,2025,5,2,6.0,4.0,6.333333333333333,7.666666666666667,5.0,2.0,-1.333333333333334
2025-06,CP008,Accessories,Modano,Women,9,2583.855,0.0,23294.08,8,6,1,0,0,9,0.0,0.0,0.0,2025-06-01,2025,6,2,6.0,6.0,4.666666666666667,7.833333333333333,3.0,0.0,-3.166666666666666
2025-07,CP008,Accessories,Modano,Women,4,1320.3,0.0,5281.2,4,3,0,0,0,8,1.0,15.0,15.0,2025-07-01,2025,7,3,9.0,7.5,7.0,6.833333333333333,7.0,1.5,0.16666666666666696
2025-08,CP008,Accessories,Modano,Women,7,2418.718571428571,0.0,16931.03,7,5,0,0,21,10,2.0,20.0,17.5,2025-08-01,2025,8,3,4.0,6.5,6.333333333333333,6.333333333333333,8.0,-2.5,0.0
2025-09,CP008,Accessories,Modano,Women,6,2262.8016666666667,0.0,13576.81,6,4,0,0,5,8,0.0,0.0,0.0,2025-09-01,2025,9,3,7.0,5.5,6.666666666666667,5.666666666666667,3.0,1.5,1.0
2025-10,CP008,Accessories,Modano,Women,9,2422.565714285714,0.0,22204.44,8,6,1,0,0,8,0.0,0.0,0.0,2025-10-01,2025,10,4,6.0,6.5,5.666666666666667,6.333333333333333,5.0,-0.5,-0.6666666666666661
2025-11,CP008,Accessories,Modano,Women,9,2081.1949999999997,0.0,20356.89,9,4,0,0,0,10,1.0,30.0,30.0,2025-11-01,2025,11,4,9.0,7.5,7.333333333333333,6.833333333333333,5.0,1.5,0.5
2025-12,CP008,Accessories,Modano,Women,14,1937.383333333333,0.0,30552.649999999998,10,4,1,6,0,8,4.0,30.0,20.0,2025-12-01,2025,12,4,9.0,9.0,8.0,7.333333333333333,15.0,0.0,0.666666666666667
2021-01,CP008,Footwear,Emerald,Kids,44,8056.653333333333,0.0,383049.05,35,14,0,0,10,10,2.0,15.0,15.0,2021-01-01,2021,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02,CP008,Footwear,Emerald,Kids,38,7321.298,0.0,302789.2,26,11,1,0,0,8,0.0,0.0,0.0,2021-02-01,2021,2,1,44.0,0.0,0.0,0.0,0.0,44.0,0.0
2021-03,CP008,Footwear,Emerald,Kids,39,8432.017142857143,0.0,358237.61,30,14,0,0,0,8,0.0,0.0,0.0,2021-03-01,2021,3,1,38.0,41.0,0.0,0.0,0.0,-3.0,0.0
2021-04,CP008,Footwear,Emerald,Kids,31,7618.3664285714285,0.0,229033.56,24,11,2,9,0,8,5.0,25.0,23.0,2021-04-01,2021,4,2,39.0,38.5,40.333333333333336,0.0,0.0,0.5,40.333333333333336
2021-05,CP008,Footwear,Emerald,Kids,36,6787.881600000001,0.0,231884.72,32,15,2,1,0,10,2.0,15.0,12.5,2021-05-01,2021,5,2,31.0,35.0,36.0,0.0,0.0,-4.0,36.0
2021-06,CP008,Footwear,Emerald,Kids,31,7969.3985,0.0,283362.83,28,13,1,0,0,8,0.0,0.0,0.0,2021-06-01,2021,6,2,36.0,33.5,35.333333333333336,0.0,0.0,2.5,35.333333333333336
2021-07,CP008,Footwear,Emerald,Kids,59,7280.388387096775,0.0,461471.33999999997,46,19,0,0,0,9,6.0,20.0,15.0,2021-07-01,2021,7,3,31.0,33.5,32.666666666666664,36.5,0.0,-2.5,-3.8333333333333357
2021-08,CP008,Footwear,Emerald,Kids,46,6449.875925925926,0.0,328794.18,35,15,0,0,21,9,2.0,20.0,17.5,2021-08-01,2021,8,3,59.0,45.0,42.0,39.0,0.0,14.0,3.0
2021-09,CP008,Footwear,Emerald,Kids,46,7735.3663636363635,0.0,352963.66,35,14,0,0,5,8,0.0,0.0,0.0,2021-09-01,2021,9,3,46.0,52.5,45.333333333333336,40.333333333333336,0.0,-6.5,5.0
2021-10,CP008,Footwear,Emerald,Kids,35,7984.369500000001,0.0,275668.61,29,12,1,0,0,10,0.0,0.0,0.0,2021-10-01,2021,10,4,46.0,46.0,50.333333333333336,41.5,0.0,0.0,8.833333333333336
2021-11,CP008,Footwear,Emerald,Kids,28,6425.574285714286,0.0,195541.72,21,11,0,0,0,8,1.0,20.0,20.0,2021-11-01,2021,11,4,35.0,40.5,42.333333333333336,42.166666666666664,0.0,-5.5,0.1666666666666714
2021-12,CP008,Footwear,Emerald,Kids,51,7588.4175,0.0,431658.59,42,17,1,6,0,8,7.0,30.0,25.714285714285715,2021-12-01,2021,12,4,28.0,31.5,36.333333333333336,40.833333333333336,0.0,-3.5,-4.5
2022-01,CP008,Footwear,Emerald,Kids,55,8228.84125,0.0,498456.62,40,14,0,0,10,10,4.0,15.0,11.25,2022-01-01,2022,1,1,51.0,39.5,38.0,44.166666666666664,44.0,11.5,-6.166666666666664
2022-02,CP008,Footwear,Emerald,Kids,25,7345.761333333333,0.0,187201.82,22,10,1,0,0,8,0.0,0.0,0.0,2022-02-01,2022,2,1,55.0,53.0,44.666666666666664,43.5,38.0,2.0,1.1666666666666643
2022-03,CP008,Footwear,Emerald,Kids,24,7876.518,0.0,180721.95,19,12,0,0,0,8,0.0,0.0,0.0,2022-03-01,2022,3,1,25.0,40.0,43.666666666666664,40.0,39.0,-15.0,3.6666666666666643
2022-04,CP008,Footwear,Emerald,Kids,35,6866.323333333333,0.5555555555555556,250848.91,26,14,2,9,0,9,5.0,25.0,17.0,2022-04-01,2022,4,2,24.0,24.5,34.666666666666664,36.333333333333336,31.0,-0.5,-1.6666666666666714
2022-05,CP008,Footwear,Emerald,Kids,37,7500.797894736842,0.0,282833.45,31,12,2,1,0,9,2.0,15.0,15.0,2022-05-01,2022,5,2,35.0,29.5,28.0,36.333333333333336,36.0,5.5,-8.333333333333336
2022-06,CP008,Footwear,Emerald,Kids,38,7444.2733333333335,0.0,288743.62,32,14,1,0,0,8,0.0,0.0,0.0,2022-06-01,2022,6,2,37.0,36.0,32.0,37.833333333333336,31.0,1.0,-5.833333333333336
2022-07,CP008,Footwear,Emerald,Kids,53,7798.056129032258,0.4838709677419355,412508.02999999997,41,15,0,0,0,10,6.0,20.0,16.666666666666668,2022-07-01,2022,7,3,38.0,37.5,36.666666666666664,35.666666666666664,59.0,0.5,1.0
2022-08,CP008,Footwear,Emerald,Kids,40,7599.175789473684,0.0,331130.23,31,14,0,0,21,8,0.0,0.0,0.0,2022-08-01,2022,8,3,53.0,45.5,42.666666666666664,35.333333333333336,46.0,7.5,7.333333333333329
2022-09,CP008,Footwear,Emerald,Kids,33,7799.555454545454,0.0,255346.56,29,16,0,0,5,8,0.0,0.0,0.0,2022-09-01,2022,9,3,40.0,46.5,43.666666666666664,37.833333333333336,46.0,-6.5,5.833333333333329
2022-10,CP008,Footwear,Emerald,Kids,18,7697.629999999999,0.0,144643.33000000002,16,9,1,0,0,10,0.0,0.0,0.0,2022-10-01,2022,10,4,33.0,36.5,42.0,39.333333333333336,35.0,-3.5,2.6666666666666643
2022-11,CP008,Footwear,Emerald,Kids,31,6358.790909090909,0.0,213818.66999999998,25,13,0,0,0,8,1.0,25.0,25.0,2022-11-01,2022,11,4,18.0,25.5,30.333333333333332,36.5,28.0,-7.5,-6.166666666666668
2022-12,CP008,Footwear,Emerald,Kids,37,7771.854000000001,0.0,308219.67,25,13,1,6,0,9,11.0,30.0,23.181818181818183,2022-12-01,2022,12,4,31.0,24.5,27.333333333333332,35.5,51.0,6.5,-8.166666666666668
2023-01,CP008,Footwear,Emerald,Kids,31,7759.043157894737,0.0,254416.21,27,10,0,0,10,9,2.0,15.0,12.5,2023-01-01,2023,1,1,37.0,34.0,28.666666666666668,35.333333333333336,55.0,3.0,-6.666666666666668
2023-02,CP008,Footwear,Emerald,Kids,19,10147.27,0.0,200994.39,15,8,1,0,0,8,0.0,0.0,0.0,2023-02-01,2023,2,1,31.0,34.0,33.0,31.666666666666668,25.0,-3.0,1.3333333333333321
2023-03,CP008,Footwear,Emerald,Kids,47,8526.759583333334,0.0,406998.77,38,16,0,0,0,8,0.0,0.0,0.0,2023-03-01,2023,3,1,19.0,25.0,29.0,28.166666666666668,24.0,-6.0,0.8333333333333321
2023-04,CP008,Footwear,Emerald,Kids,51,8377.643913043477,0.6521739130434783,469300.55,39,15,2,9,0,10,5.0,15.0,15.0,2023-04-01,2023,4,2,47.0,33.0,32.333333333333336,30.5,35.0,14.0,1.8333333333333357
2023-05,CP008,Footwear,Emerald,Kids,26,7346.721764705882,0.0,211647.94,20,13,2,1,0,8,3.0,15.0,13.333333333333334,2023-05-01,2023,5,2,51.0,49.0,39.0,36.0,37.0,2.0,3.0
2023-06,CP008,Footwear,Emerald,Kids,29,7786.762352941176,0.0,248093.2,24,12,1,0,0,8,0.0,0.0,0.0,2023-06-01,2023,6,2,26.0,38.5,41.333333333333336,35.166666666666664,38.0,-12.5,6.166666666666671
2023-07,CP008,Footwear,Emerald,Kids,19,7883.233571428572,0.0,149177.77,15,9,0,0,0,10,4.0,20.0,15.0,2023-07-01,2023,7,3,29.0,27.5,35.333333333333336,33.833333333333336,53.0,1.5,1.5
2023-08,CP008,Footwear,Emerald,Kids,28,7525.605333333334,0.0,228047.38999999998,22,9,0,0,21,8,3.0,15.0,13.333333333333334,2023-08-01,2023,8,3,19.0,24.0,24.666666666666668,31.833333333333332,40.0,-5.0,-7.166666666666664
2023-09,CP008,Footwear,Emerald,Kids,36,7974.722105263158,0.0,314216.55,29,15,0,0,5,9,0.0,0.0,0.0,2023-09-01,2023,9,3,28.0,23.5,25.333333333333332,33.333333333333336,33.0,4.5,-8.000000000000004
2023-10,CP008,Footwear,Emerald,Kids,43,8869.427272727273,0.0,397842.83,33,12,1,0,0,9,0.0,0.0,0.0,2023-10-01,2023,10,4,36.0,32.0,27.666666666666668,31.5,18.0,4.0,-3.833333333333332
2023-11,CP008,Footwear,Emerald,Kids,48,7731.592962962964,0.0,376351.8,38,15,0,0,0,8,1.0,30.0,30.0,2023-11-01,2023,11,4,43.0,39.5,35.666666666666664,30.166666666666668,31.0,3.5,5.4999999999999964
2023-12,CP008,Footwear,Emerald,Kids,54,7066.1900000000005,0.0,380953.66,45,18,1,6,0,10,9.0,30.0,21.666666666666668,2023-12-01,2023,12,4,48.0,45.5,42.333333333333336,33.833333333333336,37.0,2.5,8.5
2024-01,CP008,Footwear,Emerald,Kids,38,6525.883,0.0,254699.91999999998,29,12,0,0,10,8,4.0,15.0,13.75,2024-01-01,2024,1,1,54.0,51.0,48.333333333333336,38.0,31.0,3.0,10.333333333333336
2024-02,CP008,Footwear,Emerald,Kids,50,7636.927083333333,0.0,415364.24,38,17,1,0,0,8,0.0,0.0,0.0,2024-02-01,2024,2,1,38.0,46.0,46.666666666666664,41.166666666666664,19.0,-8.0,5.5
2024-03,CP008,Footwear,Emerald,Kids,34,8011.799565217392,0.0,283577.66,30,12,0,0,0,10,0.0,0.0,0.0,2024-03-01,2024,3,1,50.0,44.0,47.333333333333336,44.833333333333336,47.0,6.0,2.5
2024-04,CP008,Footwear,Emerald,Kids,42,8805.329000000002,0.0,389789.79,32,14,2,9,0,8,4.0,25.0,13.75,2024-04-01,2024,4,2,34.0,42.0,40.666666666666664,44.5,51.0,-8.0,-3.8333333333333357
2024-05,CP008,Footwear,Emerald,Kids,44,8103.3525,0.0,410757.5,40,16,2,1,0,8,2.0,15.0,12.5,2024-05-01,2024,5,2,42.0,38.0,42.0,44.333333333333336,26.0,4.0,-2.3333333333333357
2024-06,CP008,Footwear,Emerald,Kids,24,8378.098823529412,0.0,201330.87,18,12,1,0,0,10,0.0,0.0,0.0,2024-06-01,2024,6,2,44.0,43.0,40.0,43.666666666666664,29.0,1.0,-3.6666666666666643
2024-07,CP008,Footwear,Emerald,Kids,44,8336.843103448276,0.0,366146.99,38,15,0,0,0,8,2.0,15.0,12.5,2024-07-01,2024,7,3,24.0,34.0,36.666666666666664,38.666666666666664,19.0,-10.0,-2.0
2024-08,CP008,Footwear,Emerald,Kids,25,8339.546,0.0,217655.26,19,10,0,0,21,9,3.0,20.0,18.333333333333332,2024-08-01,2024,8,3,44.0,34.0,37.333333333333336,39.666666666666664,28.0,10.0,-2.3333333333333286
2024-09,CP008,Footwear,Emerald,Kids,41,7182.5488000000005,0.0,309757.99,30,12,0,0,5,9,0.0,0.0,0.0,2024-09-01,2024,9,3,25.0,34.5,31.0,35.5,36.0,-9.5,-4.5
2024-10,CP008,Footwear,Emerald,Kids,50,7380.661481481481,0.0,406912.10000000003,41,12,1,0,0,8,0.0,0.0,0.0,2024-10-01,2024,10,4,41.0,33.0,36.666666666666664,36.666666666666664,43.0,8.0,0.0
2024-11,CP008,Footwear,Emerald,Kids,47,7320.727142857142,0.0,378850.65,39,15,0,0,0,9,1.0,20.0,20.0,2024-11-01,2024,11,4,50.0,45.5,38.666666666666664,38.0,48.0,4.5,0.6666666666666643
2024-12,CP008,Footwear,Emerald,Kids,37,7263.391764705882,0.0,321352.76,30,13,1,6,0,9,5.0,30.0,21.0,2024-12-01,2024,12,4,47.0,48.5,46.0,38.5,54.0,-1.5,7.5
2025-01,CP008,Footwear,Emerald,Kids,26,8012.658666666667,0.0,233886.57,20,14,0,0,10,8,2.0,15.0,12.5,2025-01-01,2025,1,1,37.0,42.0,44.666666666666664,40.666666666666664,38.0,-5.0,4.0
2025-02,CP008,Footwear,Emerald,Kids,43,7317.384615384615,0.0,324961.22,35,16,1,0,0,8,0.0,0.0,0.0,2025-02-01,2025,2,1,26.0,31.5,36.666666666666664,37.666666666666664,50.0,-5.5,-1.0
2025-03,CP008,Footwear,Emerald,Kids,31,7175.950555555555,0.0,232382.35,25,13,0,0,0,10,0.0,0.0,0.0,2025-03-01,2025,3,1,43.0,34.5,35.333333333333336,40.666666666666664,34.0,8.5,-5.333333333333329
2025-04,CP008,Footwear,Emerald,Kids,46,8246.525714285715,0.0,394453.31,35,12,2,9,0,8,2.0,25.0,22.5,2025-04-01,2025,4,2,31.0,37.0,33.333333333333336,39.0,42.0,-6.0,-5.666666666666664
2025-05,CP008,Footwear,Emerald,Kids,32,8416.997142857143,0.0,278993.68,27,15,2,1,0,9,3.0,15.0,11.666666666666666,2025-05-01,2025,5,2,46.0,38.5,40.0,38.333333333333336,44.0,7.5,1.6666666666666643
2025-06,CP008,Footwear,Emerald,Kids,17,7535.589,0.0,140535.59,14,8,1,0,0,9,0.0,0.0,0.0,2025-06-01,2025,6,2,32.0,39.0,36.333333333333336,35.833333333333336,24.0,-7.0,0.5
2025-07,CP008,Footwear,Emerald,Kids,24,8243.635714285714,0.0,207397.15,20,9,0,0,0,8,2.0,15.0,12.5,2025-07-01,2025,7,3,17.0,24.5,31.666666666666668,32.5,44.0,-7.5,-0.8333333333333321
2025-08,CP008,Footwear,Emerald,Kids,42,7173.241999999999,0.0,323961.05,28,13,0,0,21,10,1.0,15.0,15.0,2025-08-01,2025,8,3,24.0,20.5,24.333333333333332,32.166666666666664,25.0,3.5,-7.833333333333332
2025-09,CP008,Footwear,Emerald,Kids,60,6774.433103448276,0.0,433535.58,49,14,0,0,5,8,0.0,0.0,0.0,2025-09-01,2025,9,3,42.0,33.0,27.666666666666668,32.0,41.0,9.0,-4.333333333333332
2025-10,CP008,Footwear,Emerald,Kids,33,6978.741666666667,0.0,236839.44,27,11,1,0,0,8,0.0,0.0,0.0,2025-10-01,2025,10,4,60.0,51.0,42.0,36.833333333333336,50.0,9.0,5.166666666666664
2025-11,CP008,Footwear,Emerald,Kids,49,7330.736,0.0,365768.91000000003,39,14,0,0,0,10,1.0,20.0,20.0,2025-11-01,2025,11,4,33.0,46.5,45.0,34.666666666666664,47.0,-13.5,10.333333333333336
2025-12,CP008,Footwear,Emerald,Kids,37,7506.581578947368,0.0,264090.76,29,15,1,6,0,8,2.0,30.0,22.5,2025-12-01,2025,12,4,49.0,41.0,47.333333333333336,37.5,37.0,8.0,9.833333333333336
2021-01,CP008,Footwear,Emerald,Men,12,5678.94625,0.0,55202.86,10,6,0,0,10,10,0.0,0.0,0.0,2021-01-01,2021,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02,CP008,Footwear,Emerald,Men,16,6519.35625,0.0,67407.9,12,5,1,0,0,8,0.0,0.0,0.0,2021-02-01,2021,2,1,12.0,0.0,0.0,0.0,0.0,12.0,0.0
2021-03,CP008,Footwear,Emerald,Men,25,4762.076923076923,0.0,79806.94,20,6,0,0,0,8,0.0,0.0,0.0,2021-03-01,2021,3,1,16.0,14.0,0.0,0.0,0.0,2.0,0.0
2021-04,CP008,Footwear,Emerald,Men,5,4663.8925,0.0,24315.54,4,4,2,9,0,8,2.0,15.0,12.5,2021-04-01,2021,4,2,25.0,20.5,17.666666666666668,0.0,0.0,4.5,17.666666666666668
2021-05,CP008,Footwear,Emerald,Men,5,7789.084,0.0,38945.42,5,3,2,1,0,10,2.0,15.0,12.5,2021-05-01,2021,5,2,5.0,15.0,15.333333333333334,0.0,0.0,-10.0,15.333333333333334
2021-06,CP008,Footwear,Emerald,Men,5,4687.216666666666,0.0,16802.53,4,3,1,0,0,8,0.0,0.0,0.0,2021-06-01,2021,6,2,5.0,5.0,11.666666666666666,0.0,0.0,0.0,11.666666666666666
